0.000000000000000000e+00,6.260000000000000009e-01,6.760000000000000453e-01,4.129999999999999782e-01,5.330000000000000293e-01,5.500000000000000444e-01,5.360000000000000320e-01,3.360000000000000209e-01,4.390000000000000013e-01,3.960000000000000187e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.949999999999999845e-01,5.500000000000000444e-01,5.420000000000000373e-01,4.929999999999999938e-01,3.810000000000000053e-01,4.929999999999999938e-01,6.560000000000000275e-01,4.339999999999999969e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.039999999999999925e-01,4.309999999999999942e-01,4.420000000000000040e-01,5.639999999999999458e-01,1.799999999999999933e-01,9.400000000000000022e-02,3.310000000000000164e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.440000000000000391e-01,5.170000000000000151e-01,3.800000000000000044e-01,4.289999999999999925e-01,3.810000000000000053e-01,4.490000000000000102e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.380000000000000226e-01,5.689999999999999503e-01,5.140000000000000124e-01,3.449999999999999734e-01,3.900000000000000133e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.220000000000000084e-01,4.889999999999999902e-01,6.300000000000000044e-01,3.669999999999999929e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.089999999999999997e-01,4.149999999999999800e-01,5.520000000000000462e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.519999999999999796e-01,4.709999999999999742e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.469999999999999751e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
